FICE (Federal ID number),College name,State (postal code),"Type  (I, IIA, or IIB)",Average salary - full professors,Average salary - associate professors,Average salary - assistant professors,Average salary - all ranks,Average compensation - full professors,Average compensation - associate professors,Average compensation - assistant professors,Average compensation - all ranks,Number of full professors,Number of associate professors,Number of assistant professors,Number of instructors,Number of faculty - all ranks
2575,Franklin Pierce College,NH,IIB,47000.0,38200.0,32300.0,39900,60500.0,48700.0,41200.0,51000,28,29,17,2,76
2579,New England College,NH,IIB,42300.0,32900.0,25100.0,32700,55100.0,43700.0,31300.0,42300,20,20,23,2,65
2580,New Hampshire College,NH,IIA,56700.0,42500.0,35600.0,45900,72800.0,55800.0,46400.0,59700,31,32,15,5,83
2584,Notre Dame College,NH,IIB,33500.0,29900.0,26100.0,28600,39300.0,38300.0,31200.0,34900,6,11,13,4,34
2586,Rivier College,NH,IIA,44900.0,36300.0,33100.0,36500,54100.0,41900.0,39200.0,42900,12,29,18,7,66
2587,Saint Anselm College,NH,IIB,51200.0,40300.0,33800.0,38100,63300.0,50800.0,43500.0,48300,16,35,51,7,109
2589,University of New Hampshire,NH,I,58700.0,45400.0,37500.0,48200,72900.0,57500.0,48300.0,60700,196,253,127,0,576
2590,Keene State College,NH,IIB,49400.0,41700.0,33700.0,42600,62200.0,53200.0,43900.0,54200,61,46,40,2,149
2591,Plymouth State College,NH,IIB,51800.0,40500.0,35400.0,43100,65000.0,51800.0,45800.0,54800,59,55,38,6,158
2597,Bloomfield College,NJ,IIB,47600.0,43400.0,35400.0,40600,60200.0,54700.0,44300.0,51000,12,13,17,4,46
2599,Centenary College,NJ,IIB,52414.45562671546,30500.0,25200.0,26600,65348.7648673376,37100.0,31000.0,32600,1,10,16,9,36
2600,College of Saint Elizabeth,NJ,IIB,42600.0,38800.0,32200.0,36500,49000.0,43700.0,38400.0,42000,9,19,16,3,47
2603,Drew University,NJ,IIA,60300.0,46300.0,38600.0,52900,76200.0,58000.0,47900.0,66400,61,28,15,4,108
2608,Georgian Court College,NJ,IIB,49000.0,42500.0,37300.0,40300,59200.0,50900.0,45000.0,48700,19,13,30,8,71
2610,Felician College,NJ,IIB,52414.45562671546,35100.0,31100.0,32000,65348.7648673376,42200.0,37500.0,38500,1,14,24,5,44
2613,Jersey City State College,NJ,IIB,64900.0,52500.0,40500.0,52000,84000.0,69700.0,55800.0,69200,80,66,90,1,237
2616,Monmouth College,NJ,IIA,61600.0,50900.0,40800.0,51900,78300.0,66800.0,52300.0,66900,41,55,29,1,126
2617,Montclair State College,NJ,IIA,64700.0,52100.0,41700.0,53200,80200.0,66100.0,54100.0,67200,155,130,125,9,419
2621,New Jersey Inst. of Tech.,NJ,IIA,77100.0,60600.0,50100.0,61500,97600.0,79000.0,67000.0,79900,104,98,71,0,303
2622,Kean College of New Jersey,NJ,IIA,64000.0,51600.0,42300.0,52500,83300.0,69100.0,58200.0,70000,115,107,115,3,340
2625,William Paterson College,NJ,IIB,65300.0,51900.0,40900.0,53500,85900.0,68700.0,54100.0,70700,120,97,88,7,312
2627,Princeton University,NJ,I,96300.0,56400.0,43700.0,74900,115400.0,68600.0,53400.0,90100,402,66,179,16,702
2628,Rider College,NJ,IIA,63600.0,55200.0,51100.0,56400,76400.0,66800.0,60400.0,67700,59,103,41,1,208
2631,Rutgers State Univ.-Newark,NJ,IIA,89300.0,64000.0,52600.0,69300,109700.0,81200.0,68200.0,87100,141,125,73,16,374
2632,Seton Hall University,NJ,IIA,73600.0,55700.0,41400.0,55300,89400.0,68300.0,50700.0,67500,98,110,101,13,332
2638,Saint Peter's College,NJ,IIB,47700.0,39100.0,31700.0,40400,60000.0,49800.0,41200.0,51400,46,42,21,5,117
2639,Stevens Institute of Tech.,NJ,IIA,64700.0,49400.0,41500.0,54400,80700.0,63400.0,52500.0,68500,66,37,30,4,137
2642,Trenton State College,NJ,IIB,64400.0,52400.0,42200.0,52500,84500.0,69100.0,55700.0,69000,108,81,123,1,313
4741,Rutgers State Univ.-Camden,NJ,IIA,86000.0,63300.0,51000.0,64800,106000.0,80500.0,66400.0,82000,61,73,61,6,206
6964,Rutgers State Univ.-N.Brswck,NJ,I,84600.0,61100.0,47800.0,66500,104500.0,78000.0,62400.0,83800,601,393,258,90,1374
8770,Fairleigh Dickinson Univ.,NJ,IIA,53000.0,44000.0,40400.0,45900,69200.0,57900.0,51700.0,59700,147,63,54,8,303
9344,Ramapo College of New Jersey,NJ,IIB,64500.0,52700.0,40700.0,53200,83500.0,70100.0,56300.0,70600,49,40,41,1,131
9345,Stockton State College,NJ,IIB,65600.0,49600.0,39300.0,49200,79000.0,60700.0,49000.0,60300,47,58,65,8,178
2093,Saint John's College,NM,IIB,52414.45562671546,41639.555555555555,35192.70008795075,44200,65348.7648673376,52379.28888888889,44211.257695690416,58700,0,0,0,0,53
2651,Eastern New Mexico Univ.,NM,IIA,49700.0,37700.0,32100.0,36000,60500.0,46600.0,39900.0,44600,21,42,63,11,144
2653,New Mexico Highlands Univ.,NM,IIA,43500.0,36200.0,30500.0,34900,54100.0,45400.0,38600.0,43900,26,32,59,0,117
2654,New Mexico Inst. Min.&Tech.,NM,I,53800.0,42100.0,40500.0,44800,64800.0,51200.0,49400.0,54400,39,32,29,5,108
2657,New Mexico St. Univ- Main,NM,I,52400.0,43300.0,36000.0,43400,64100.0,53100.0,44400.0,53300,202,167,196,17,582
10313,Univ. New Mexico-Albuquerque,NM,I,57900.0,43100.0,37900.0,46600,69300.0,52100.0,45900.0,56100,314,268,195,0,837
2568,University of Nevada - Reno,NV,I,64700.0,48000.0,39000.0,50800,74100.0,55800.0,45800.0,58900,145,133,95,5,403
2569,Univ. of Nevada-Las Vegas,NV,IIA,59600.0,47600.0,39200.0,45200,69900.0,56400.0,46800.0,53700,152,192,214,0,642
2667,Dowling College,NY,IIB,66100.0,59600.0,48400.0,56300,89100.0,82200.0,67900.0,77600,25,29,36,3,93
2668,Alfred University,NY,IIA,52000.0,42700.0,36700.0,43900,64100.0,53800.0,46700.0,54800,46,25,36,6,113
2671,Bard College,NY,IIB,65700.0,46000.0,36500.0,52100,86000.0,60500.0,48100.0,68300,40,15,29,0,84
2681,Canisius College,NY,IIA,54200.0,48000.0,37000.0,46800,67900.0,59900.0,45000.0,58200,57,73,51,0,181
2685,Cazenovia College,NY,IIB,44300.0,35400.0,29500.0,33700,54900.0,44500.0,37400.0,42300,8,13,21,3,45
2699,Clarkson University,NY,I,70300.0,51500.0,47500.0,56300,87500.0,65800.0,59300.0,70700,55,58,43,5,161
2701,Colgate University,NY,IIB,66900.0,50500.0,40600.0,53900,84800.0,63700.0,49700.0,67700,78,61,56,3,198
2703,College of Mount St. Vincent,NY,IIB,52414.45562671546,38800.0,33600.0,36600,65348.7648673376,47600.0,41000.0,45000,5,24,20,7,56
2704,College of New Rochelle,NY,IIA,53900.0,44900.0,39100.0,44700,69300.0,57900.0,49900.0,57400,11,38,17,1,67
2705,College of Saint Rose,NY,IIA,45600.0,40800.0,32900.0,37400,53400.0,50300.0,40300.0,45500,19,50,46,14,129
2707,Columbia University,NY,I,88200.0,55400.0,45200.0,68700,113600.0,76700.0,64600.0,91500,477,185,199,11,923
2708,Barnard College,NY,IIB,73300.0,51600.0,39500.0,50800,94300.0,65200.0,50900.0,65400,49,19,56,6,154
2709,Concordia College,NY,IIB,35200.0,28900.0,27500.0,30300,43600.0,36600.0,36300.0,38700,11,6,14,1,32
2710,Cooper Union for Adv.Sci&Art,NY,IIB,68400.0,51400.0,43300.0,60700,87200.0,67300.0,60000.0,78400,35,18,6,0,59
2711,Cornell Univ.-Endowed Colls.,NY,I,78700.0,56200.0,48200.0,62700,104700.0,74800.0,64000.0,83400,447,189,148,3,914
2711,Cornell Univ.-Statutory Clls,NY,I,65100.0,51100.0,43100.0,54900,84700.0,69100.0,59800.0,73200,318,231,105,41,707
2712,D'Youville College,NY,IIB,40400.0,38500.0,32700.0,35900,48500.0,45600.0,39000.0,42700,15,22,32,7,76
2713,Dominican College,NY,IIB,52414.45562671546,40000.0,35400.0,36500,65348.7648673376,50800.0,43800.0,45400,4,10,19,9,42
2718,Elmira College,NY,IIB,49700.0,34200.0,30600.0,35900,66600.0,44900.0,39500.0,47200,13,24,26,0,63
2722,Fordham University,NY,I,74400.0,57300.0,44400.0,59000,94500.0,72900.0,55700.0,74800,166,183,140,9,498
2728,Hamilton College,NY,IIB,63100.0,47800.0,37700.0,47800,80100.0,60800.0,47500.0,60400,46,37,54,12,149
2729,Hartwick College,NY,IIB,50500.0,42300.0,34000.0,41900,62800.0,51700.0,40900.0,51300,50,23,36,0,123
2731,Hobart-William Smith Colls.,NY,IIB,60500.0,46200.0,35200.0,49500,74900.0,57900.0,43100.0,61400,61,39,34,3,137
2732,Hofstra University,NY,I,75700.0,55000.0,47000.0,58400,95600.0,69200.0,57900.0,73100,127,131,141,7,406
2734,Houghton College,NY,IIB,37000.0,32300.0,26500.0,32700,48700.0,42400.0,34300.0,42800,30,29,17,1,77
2735,Hilbert College,NY,IIB,31800.0,41639.555555555555,26100.0,27800,37600.0,52379.28888888889,31500.0,33600,6,3,12,7,28
2737,Iona College,NY,IIA,59400.0,46200.0,39300.0,46100,75600.0,59400.0,49600.0,58700,42,81,59,10,192
2739,Ithaca College,NY,IIB,60600.0,48400.0,36600.0,44300,76100.0,60500.0,46100.0,55700,70,153,184,21,428
2744,Keuka College,NY,IIB,40300.0,34600.0,28300.0,33800,47300.0,41200.0,33500.0,39900,15,8,19,0,42
2748,Le Moyne College,NY,IIB,54200.0,45500.0,36500.0,44500,68400.0,57600.0,46500.0,56400,30,50,36,3,119
2758,Manhattan College,NY,IIA,59500.0,50000.0,38800.0,48800,76700.0,62700.0,49500.0,62100,45,74,50,3,172
2765,Marist College,NY,IIB,58000.0,48500.0,37300.0,41700,74100.0,64300.0,48100.0,54200,16,34,91,0,151
2768,Marymount Coll. Tarrytown,NY,IIB,42600.0,34900.0,29700.0,35700,54600.0,44200.0,38300.0,45500,17,24,13,2,56
2769,Marymount Manhattan College,NY,IIB,52414.45562671546,40700.0,33200.0,38200,65348.7648673376,49500.0,40700.0,46400,4,26,19,0,49
2772,Mercy College,NY,IIB,52400.0,39900.0,34100.0,41600,64000.0,49300.0,42300.0,51100,53,38,48,6,149
2775,Molloy College,NY,IIB,54100.0,43500.0,35300.0,38100,69700.0,55100.0,46300.0,49400,16,20,58,22,116
2777,Medaille College,NY,IIB,43500.0,37100.0,27600.0,34900,52500.0,44600.0,32200.0,41800,11,16,13,2,43
2778,Mount Saint Mary College,NY,IIB,51400.0,40700.0,34900.0,39500,63300.0,50500.0,42400.0,48200,14,8,23,6,51
2779,Nazareth Coll. of Rochester,NY,IIB,51300.0,42800.0,34300.0,43000,63400.0,53300.0,42500.0,53200,37,33,35,0,105
2785,New York University,NY,I,88700.0,59100.0,50700.0,68300,117200.0,78500.0,67400.0,90500,532,337,252,42,1231
2788,Niagara University,NY,IIA,50300.0,43000.0,37600.0,44300,61200.0,52400.0,44800.0,53700,39,43,24,2,108
2791,Pace University,NY,IIA,68500.0,51300.0,43600.0,57600,85100.0,64300.0,55600.0,72000,187,124,77,3,397
2803,Rensselaer Polytechnic Inst.,NY,I,75000.0,54800.0,47500.0,64000,92200.0,70300.0,60100.0,79900,190,118,61,0,369
2806,Rochester Institute of Tech.,NY,IIA,56800.0,47600.0,41700.0,46600,71000.0,60300.0,52700.0,58700,182,215,179,13,665
2810,Russell Sage College,NY,IIA,48700.0,40900.0,35100.0,39700,60900.0,50600.0,43500.0,49300,19,56,37,6,118
2813,Sarah Lawrence College,NY,IIB,62300.0,47800.0,39800.0,54100,77900.0,61000.0,49500.0,67700,39,14,13,0,69
2814,Skidmore College,NY,IIB,64200.0,49200.0,39700.0,49800,83100.0,63900.0,51600.0,64600,42,69,48,5,164
2816,Siena College,NY,IIB,51500.0,42900.0,35700.0,43400,66700.0,56700.0,47400.0,57000,52,53,49,1,155
2817,St.Bonaventure University,NY,IIA,49200.0,39800.0,37700.0,42500,64200.0,53500.0,49500.0,56200,56,51,43,4,154
2820,St. Francis College,NY,IIB,54300.0,46600.0,35000.0,44600,68900.0,60700.0,45700.0,57300,22,14,14,7,57
2821,St. John Fisher College,NY,IIB,51300.0,42700.0,37600.0,43200,63500.0,51200.0,45100.0,52400,29,40,36,1,106
2825,Saint Joseph's College,NY,IIB,49500.0,39800.0,34900.0,37200,58400.0,47800.0,41900.0,44600,12,15,46,8,81
2829,St. Lawrence University,NY,IIB,62700.0,47300.0,36600.0,48800,79900.0,61300.0,47200.0,62700,50,56,40,7,153
2832,St. Thomas Aquinas College,NY,IIB,51000.0,40800.0,37400.0,41900,61700.0,52600.0,45400.0,51500,18,16,26,3,63
2835,SUNY at Albany,NY,I,73200.0,52600.0,40700.0,57600,93400.0,67900.0,52400.0,73900,260,217,125,0,638
2836,SUNY at Binghamton,NY,I,70500.0,51100.0,40700.0,55500,90200.0,66500.0,52800.0,71600,172,175,82,0,460
2838,SUNY at Stony Brook,NY,I,75500.0,53400.0,41400.0,58900,96100.0,68800.0,52600.0,75100,346,216,183,24,801
2841,SUNY College at Brockport,NY,IIA,60300.0,50100.0,39700.0,49200,77800.0,65100.0,50900.0,63600,87,107,88,0,296
2842,SUNY College at Buffalo,NY,IIA,53600.0,43300.0,35900.0,44400,69300.0,56000.0,46400.0,57300,144,157,88,3,424
2843,SUNY College at Cortland,NY,IIA,53000.0,41100.0,34100.0,43200,69100.0,53700.0,43900.0,56300,85,76,66,0,234
2844,SUNY College at Fredonia,NY,IIA,56200.0,43800.0,35000.0,45000,73100.0,56900.0,45100.0,58500,93,65,54,15,235
2845,SUNY College at Geneseo,NY,IIA,54100.0,41100.0,34800.0,40500,70400.0,53600.0,44800.0,52500,48,78,79,23,243
2846,SUNY College at New Paltz,NY,IIA,58400.0,45800.0,37300.0,46200,75800.0,59400.0,48000.0,59800,90,96,73,0,283
2847,SUNY College at Oneonta,NY,IIA,53900.0,42800.0,36200.0,44000,70500.0,55700.0,46700.0,57100,93,78,81,1,267
2848,SUNY College at Oswego,NY,IIA,53700.0,42700.0,33900.0,44100,70200.0,55600.0,43500.0,57400,111,105,78,4,302
2849,SUNY College at Plattsburgh,NY,IIA,53800.0,43500.0,34300.0,44500,70100.0,56600.0,44100.0,57800,107,76,71,1,266
2850,SUNY College at Potsdam,NY,IIA,53100.0,41300.0,33700.0,42400,69100.0,53900.0,43600.0,55200,78,63,52,9,219
2882,Syracuse University,NY,I,64800.0,47500.0,39400.0,52600,85100.0,64500.0,52800.0,70100,371,301,205,10,891
2883,Syracuse Univ.-Utica College,NY,IIB,48700.0,39400.0,33900.0,40100,64200.0,52000.0,43900.0,52700,27,46,32,0,105
2889,Union College,NY,IIA,63800.0,50800.0,39900.0,51200,84100.0,67700.0,50100.0,66700,60,50,54,9,173
2894,University of Rochester,NY,I,74700.0,52000.0,43400.0,61100,89500.0,62600.0,52000.0,73300,252,130,110,7,508
2895,Vassar College,NY,IIB,67400.0,51700.0,40800.0,52300,87900.0,66900.0,51200.0,67400,70,60,66,9,212
2899,Wagner College,NY,IIB,45700.0,36600.0,32600.0,36800,58700.0,47700.0,43800.0,48300,20,17,31,4,72
2901,Wells College,NY,IIB,46400.0,37300.0,31800.0,39600,56800.0,45400.0,38900.0,48400,21,10,14,0,46
4779,Long Island University,NY,IIA,63100.0,51300.0,40800.0,53100,82500.0,67200.0,52000.0,69000,233,175,124,22,561
4804,New York Inst. of Technology,NY,IIA,56900.0,49200.0,41000.0,49100,72600.0,64200.0,54600.0,63900,68,106,43,11,228
6791,SUNY College at Purchase,NY,IIB,53400.0,43200.0,36200.0,43700,69600.0,56500.0,46800.0,57000,29,52,28,0,114
6792,SUNY Coll.Tech. Utica-Rome,NY,IIA,53600.0,45700.0,41400.0,44400,70100.0,59100.0,52900.0,57300,8,48,19,8,85
7109,SUNY College at Old Westbury,NY,IIB,59200.0,48000.0,37400.0,46600,75800.0,61600.0,48500.0,59900,36,42,40,8,127
9554,SUNY at Buffalo,NY,I,76200.0,54800.0,42300.0,60100,97000.0,70400.0,53400.0,76700,400,338,218,9,982
10286,SUNY Empire State College,NY,IIB,54300.0,43700.0,36100.0,43000,70600.0,56200.0,46800.0,55400,33,47,35,3,132
3011,Art Academy of Cincinnati,OH,IIB,52414.45562671546,28600.0,35192.70008795075,30400,65348.7648673376,35400.0,44211.257695690416,37100,5,6,5,1,17
3012,Ashland University,OH,IIB,48400.0,41800.0,32900.0,39800,62400.0,53000.0,43700.0,51500,52,58,58,4,179
3014,Baldwin-Wallace College,OH,IIB,53000.0,43100.0,36000.0,46400,66200.0,55200.0,46400.0,58700,74,39,35,0,148
3016,Bluffton College,OH,IIB,36800.0,30900.0,27200.0,31200,46600.0,38900.0,34700.0,39900,16,13,19,1,49
3018,Bowling Green State Univ.,OH,I,62000.0,48100.0,39400.0,48300,81700.0,64400.0,53000.0,64300,226,212,180,65,690
3023,Capital University,OH,IIA,56300.0,40500.0,33400.0,42400,70400.0,54000.0,42900.0,54300,54,36,57,11,158
3024,Case Western Reserve Univ.,OH,I,75400.0,51800.0,47000.0,58500,94800.0,66300.0,60000.0,74400,213,133,126,58,530
3025,Cedarville College,OH,IIB,41900.0,36400.0,30000.0,34600,52700.0,45900.0,37900.0,43600,32,37,60,3,132
3032,Cleveland State University,OH,IIA,61100.0,45900.0,39000.0,48600,75000.0,57500.0,49500.0,60600,166,223,128,14,531
3033,College of Mount St. Joseph,OH,IIB,47700.0,41200.0,33900.0,36000,57500.0,48200.0,40100.0,42300,10,21,52,17,100
3036,Franciscan Univ.Steubenville,OH,IIB,44500.0,36200.0,30000.0,34900,58000.0,44000.0,40500.0,44900,15,32,34,2,83
3037,College of Wooster,OH,IIB,56100.0,41100.0,34600.0,44900,73500.0,51800.0,42900.0,57500,52,24,44,2,122
3038,Mount Union College,OH,IIB,47600.0,39400.0,32500.0,39900,60900.0,50800.0,41200.0,50900,25,21,17,7,70
3041,Defiance College The,OH,IIB,37300.0,33300.0,27700.0,32600,43800.0,38800.0,33000.0,38200,14,18,11,0,46
3042,Denison University,OH,IIB,55800.0,41400.0,34600.0,44500,75700.0,52800.0,43900.0,58400,58,32,55,0,146
3045,University of Findlay,OH,IIB,41700.0,37000.0,30100.0,33000,52600.0,47000.0,36900.0,41300,18,29,51,7,115
3046,Franklin University,OH,IIB,52414.45562671546,41639.555555555555,35192.70008795075,34500,65348.7648673376,52379.28888888889,44211.257695690416,43800,0,0,0,0,39
3048,Heidelberg College,OH,IIB,39900.0,33400.0,29800.0,33100,49100.0,40700.0,34900.0,39700,17,18,24,8,67
3049,Hiram College,OH,IIB,46800.0,36700.0,30200.0,37300,60200.0,46900.0,37900.0,47400,28,22,20,11,81
3050,John Carroll University,OH,IIA,58700.0,47300.0,38900.0,46500,71700.0,58600.0,49000.0,57600,59,56,74,14,203
3051,Kent State Univ.-Kent Campus,OH,I,65400.0,47300.0,38900.0,50200,81000.0,60200.0,50500.0,63600,221,244,203,14,682
3065,Kenyon College,OH,IIB,60800.0,43900.0,38100.0,48000,77700.0,55200.0,47500.0,60800,49,36,38,8,131
3069,Lourdes College,OH,IIB,52414.45562671546,33000.0,28300.0,28000,65348.7648673376,41300.0,37100.0,36100,2,8,15,22,47
3072,Malone College,OH,IIB,41000.0,35200.0,30600.0,34300,51500.0,44100.0,38300.0,43200,20,18,26,4,70
3073,Marietta College,OH,IIB,44500.0,36600.0,29800.0,37000,56900.0,46400.0,36700.0,47000,27,18,19,5,69
3084,Muskingum College,OH,IIB,44600.0,36500.0,29000.0,35300,57400.0,46100.0,37800.0,45300,19,19,28,3,69
3085,Notre Dame College of Ohio,OH,IIB,52414.45562671546,29400.0,26900.0,29000,65348.7648673376,34600.0,31800.0,34000,5,9,15,0,29
3086,Oberlin College,OH,IIB,58800.0,45400.0,38500.0,50700,78900.0,60500.0,49100.0,67300,121,69,43,6,239
3089,Ohio Northern University,OH,IIB,51100.0,43100.0,37100.0,43700,63900.0,54600.0,46500.0,55000,55,53,39,8,155
3092,Ohio State Univ.-Lima,OH,IIB,52414.45562671546,46000.0,33500.0,38400,65348.7648673376,56700.0,42400.0,48000,3,14,19,3,39
3093,Ohio State Univ.-Mansfield,OH,IIB,52414.45562671546,39600.0,35000.0,37500,65348.7648673376,49400.0,44100.0,47000,2,19,18,2,41
3094,Ohio State Univ.-Marion,OH,IIB,50800.0,42400.0,33700.0,41000,62200.0,52600.0,42600.0,51000,6,10,9,1,26
3095,Ohio State Univ.-Newark,OH,IIB,52414.45562671546,41700.0,35300.0,39200,65348.7648673376,51800.0,44500.0,48900,4,13,17,2,36
3100,Ohio University-Athens,OH,I,63200.0,48600.0,39300.0,51200,78600.0,61800.0,51200.0,64800,248,241,192,4,687
3109,Ohio Wesleyan University,OH,IIB,54100.0,39500.0,35400.0,45300,72600.0,58400.0,50000.0,62600,67,25,42,2,136
3110,Otterbein College,OH,IIB,45900.0,37200.0,32900.0,36300,60000.0,46700.0,39900.0,45700,22,42,56,10,130
3121,Tiffin University,OH,IIB,48500.0,37900.0,33400.0,37900,59300.0,47000.0,41000.0,46600,6,7,14,0,27
3123,Univ. of Akron- Main Campus,OH,I,57700.0,44800.0,38700.0,47900,71800.0,56700.0,49700.0,60300,278,253,147,39,717
3125,Univ.of Cinti.-Main Campus,OH,I,66600.0,48300.0,39300.0,53500,85600.0,62200.0,50600.0,68800,447,410,244,12,1113
3127,University of Dayton,OH,IIA,59000.0,47900.0,39200.0,48200,76500.0,61600.0,49500.0,61800,123,159,130,7,419
3131,University of Toledo,OH,I,60800.0,45700.0,37900.0,48600,75000.0,57200.0,48100.0,60700,217,152,167,20,556
3133,Urbana University,OH,IIB,33500.0,26600.0,24100.0,27200,42500.0,31400.0,29700.0,33300,9,12,14,1,36
3134,Ursuline College,OH,IIB,41300.0,35000.0,29700.0,30600,47600.0,41000.0,36100.0,36300,8,10,20,24,62
3135,Walsh University,OH,IIB,40700.0,34400.0,27800.0,34600,50400.0,42700.0,35200.0,43200,17,19,10,0,49
3142,Wilmington College,OH,IIB,40700.0,35700.0,30300.0,33500,48100.0,43000.0,36400.0,40100,10,18,32,1,61
3143,Wittenberg University,OH,IIB,54600.0,41300.0,34100.0,43800,70400.0,54300.0,43600.0,56700,49,55,32,6,142
3144,Xavier University,OH,IIA,57100.0,47300.0,37800.0,44900,71200.0,58600.0,46700.0,55700,58,75,78,19,230
3145,Youngstown State University,OH,IIA,59100.0,45000.0,36200.0,48100,72300.0,56200.0,46100.0,59700,204,116,106,33,459
6883,Ohio State Univ.-Main campus,OH,I,70300.0,49100.0,41500.0,55500,84600.0,60300.0,51600.0,67600,758,679,443,30,1910
7104,Miami University,OH,I,61600.0,47400.0,37600.0,47800,79700.0,61400.0,48700.0,61900,258,225,219,60,763
8795,Antioch University,OH,IIA,44100.0,34800.0,30000.0,31600,57100.0,45700.0,39800.0,41800,30,15,17,3,162
9168,Wright State University-Main,OH,IIA,64200.0,46800.0,38500.0,46500,78100.0,58000.0,48500.0,57600,126,176,132,45,493
12748,Shawnee State University,OH,IIB,51000.0,43900.0,36800.0,41100,65800.0,56300.0,50200.0,53700,15,54,35,15,119
3150,Cameron University,OK,IIB,42600.0,36000.0,32900.0,34500,53100.0,45200.0,41500.0,43400,44,35,63,34,177
3151,Bartlesville Wesleyan Coll.,OK,IIB,52414.45562671546,41639.555555555555,35192.70008795075,26400,65348.7648673376,52379.28888888889,44211.257695690416,35800,0,0,0,0,26
3152,University of Central Okla.,OK,IIA,50300.0,44200.0,38400.0,41600,60600.0,53600.0,46900.0,50500,108,57,166,58,389
3154,East Central University,OK,IIB,45300.0,40700.0,35200.0,37800,53800.0,48800.0,42900.0,45600,39,31,64,23,158
3157,Langston University,OK,IIB,45900.0,37500.0,31300.0,34200,54500.0,45400.0,38300.0,41500,12,31,34,29,108
3161,Northeastern State Univ.,OK,IIB,45500.0,37400.0,34800.0,37700,55400.0,46200.0,43100.0,46400,80,49,71,52,257
3163,Northwestern Okla.State Univ,OK,IIB,43500.0,39700.0,32100.0,33600,52200.0,47900.0,39000.0,40700,12,11,30,24,77
3164,Oklahoma Baptist University,OK,IIB,37900.0,33500.0,28200.0,31700,46700.0,42000.0,35900.0,39900,22,33,42,5,102
3165,Okla. Christian U. of S&Arts,OK,IIB,43200.0,37200.0,31700.0,38500,52700.0,45400.0,37100.0,46600,39,18,15,5,77
3167,Univ. of Sci.& Arts of Okla.,OK,IIB,42700.0,36900.0,33600.0,36200,52800.0,45900.0,43400.0,45400,13,18,11,10,52
3170,Oklahoma State Univ.-Main,OK,I,53200.0,40900.0,37300.0,44900,65500.0,50900.0,46000.0,55500,342,247,181,11,794
3174,Oklahoma Panhandle St.Univ.,OK,IIB,42700.0,36000.0,31100.0,34600,51500.0,44400.0,38600.0,42500,15,14,14,11,54
3175,Phillips University,OK,IIB,36500.0,31500.0,27300.0,31700,43800.0,38100.0,32700.0,38100,16,10,15,1,42
3179,Southeastern Okla. St. Univ.,OK,IIA,46400.0,40700.0,34800.0,36300,55800.0,49300.0,42500.0,44000,33,17,61,37,148
3181,Sthwtrn Okl.St.U.-Weatherfrd,OK,IIA,46400.0,42900.0,38200.0,39300,56700.0,52800.0,47400.0,48500,56,33,65,44,198
3184,University of Oklahoma,OK,I,60000.0,44500.0,36800.0,47000,75200.0,56300.0,46800.0,59300,286,225,236,24,778
3185,University of Tulsa,OK,IIA,68600.0,50000.0,40400.0,51300,83500.0,60800.0,49300.0,62500,84,108,73,20,287
1339,Western Baptist College,OR,IIB,52414.45562671546,30800.0,25200.0,28500,65348.7648673376,45100.0,34000.0,38800,3,7,7,5,22
3191,Concordia College,OR,IIB,40100.0,32900.0,30700.0,34900,49600.0,41400.0,38900.0,43600,13,15,7,1,36
3193,Eastern Oregon State College,OR,IIB,47000.0,36300.0,30900.0,37300,61200.0,48200.0,41200.0,49200,20,23,17,5,65
3194,George Fox College,OR,IIB,41800.0,37300.0,30200.0,35500,53100.0,46800.0,37100.0,44400,20,27,27,3,77
3197,Lewis & Clark College,OR,IIA,60100.0,44200.0,36200.0,47700,74900.0,57000.0,44000.0,59800,74,36,47,6,171
3198,Linfield College,OR,IIB,48100.0,37700.0,31900.0,39700,65000.0,52200.0,44800.0,54600,47,47,31,4,129
3208,Northwest Christian College,OR,IIB,52414.45562671546,41639.555555555555,35192.70008795075,29200,65348.7648673376,52379.28888888889,44211.257695690416,40900,4,5,2,0,11
3209,Western Oregon State College,OR,IIA,43900.0,35400.0,31500.0,36100,57500.0,47000.0,41700.0,47200,60,40,33,2,155
3210,Oregon State University,OR,I,59700.0,47300.0,40000.0,47500,76200.0,61500.0,52200.0,61500,206,209,133,46,622
3211,Oregon Institute of Tech.,OR,IIB,50000.0,44100.0,39100.0,43800,64800.0,57400.0,51200.0,57200,38,32,32,7,109
3212,Pacific University,OR,IIA,44100.0,38100.0,34100.0,37000,56100.0,46900.0,42100.0,46100,28,32,41,7,108
3216,Portland State University,OR,I,54400.0,43700.0,38200.0,47400,69300.0,56400.0,49800.0,60900,205,113,77,16,411
3217,Reed College,OR,IIB,59600.0,44200.0,37800.0,49500,72900.0,54500.0,46300.0,60700,47,20,31,0,98
3219,Southern Oregon State Coll.,OR,IIA,46000.0,37100.0,31500.0,39300,59800.0,49100.0,41700.0,51700,72,49,25,12,161
3223,University of Oregon,OR,I,59700.0,44600.0,37500.0,45900,76200.0,57900.0,48800.0,59400,240,182,152,89,671
3224,University of Portland,OR,IIA,58700.0,43700.0,38700.0,43600,71600.0,54200.0,47000.0,53600,26,57,42,2,135
3225,Warner Pacific College,OR,IIB,52414.45562671546,27900.0,21600.0,26900,65348.7648673376,34000.0,26200.0,32800,4,14,8,0,26
